Rk,Player,HR,Season,Age,Team,Lg,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,Pos,Player-additional
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999
728,Michael Siani,0,2023,23,CINSTL,NL,8,6,5,1,0,0,0,0,0,0,1,1,1,1,.000,.167,.000,.167,-48,0,0,0,0,0,0,/8HD7,sianimi01
729,Lucas Sims,0,2023,29,CIN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,simslu01
730,Canaan Smith-Njigba,0,2023,24,PIT,NL,15,37,32,3,4,2,1,1,0,5,1,0,4,16,.125,.216,.219,.435,20,7,1,0,0,1,0,9/H7,smithca05
731,Will Smith,0,2023,33,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,smithwi04
732,Drew Smyly,0,2023,34,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,smylydr01
733,Nick Solak,0,2023,28,ATLDET,ALNL,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/HD,solakni01
734,Liván Soto,0,2023,23,LAA,AL,4,12,9,2,2,2,0,0,0,0,0,0,3,2,.222,.417,.222,.639,82,2,0,0,0,0,0,/46,sotoli01
735,Carson Spiers,0,2023,25,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,spierca01
736,Ryne Stanek,0,2023,31,HOU,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,stanery01
737,Michael Stefanic,0,2023,27,LAA,AL,25,71,62,5,18,15,2,1,0,6,0,1,8,8,.290,.380,.355,.735,103,22,0,1,0,0,0,4/5HD,stefami01
738,Cal Stevenson,0,2023,26,SFG,NL,6,12,9,1,0,0,0,0,0,0,0,0,3,2,.000,.250,.000,.250,-21,0,0,0,0,0,0,/8,steveca01
739,Andrew Stevenson,0,2023,29,MIN,AL,25,40,37,4,7,6,1,0,0,1,4,1,2,8,.189,.250,.216,.466,31,8,0,1,0,0,0,8H/7,stevean01
740,Kyle Stowers,0,2023,25,BAL,AL,14,33,30,1,2,2,0,0,0,0,0,0,3,12,.067,.152,.067,.218,-35,2,1,0,0,0,0,/97HD,stoweky01
741,Brent Suter,0,2023,33,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,suterbr01
742,Domingo Tapia,0,2023,31,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,tapiado01
743,Samad Taylor,0,2023,24,KCR,AL,31,69,60,11,12,9,2,1,0,4,8,0,7,22,.200,.279,.267,.546,52,16,1,0,1,1,0,74H/58,taylosa04
744,José Tena,0,2023,22,CLE,AL,18,34,31,2,7,5,2,0,0,3,0,0,3,13,.226,.294,.290,.584,65,9,0,0,0,0,0,6/H45D,tenajo01
745,Bubba Thompson,0,2023,25,TEX,AL,37,60,53,10,9,4,4,1,0,4,4,2,4,16,.170,.237,.283,.520,41,15,0,1,1,1,0,7H/9D8,thompbu01
746,Justin Topa,0,2023,32,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,topaju01
747,Luis Torrens,0,2023,27,CHCSEA,ALNL,18,30,28,1,7,4,3,0,0,4,0,0,1,9,.250,.300,.357,.657,79,10,0,1,0,0,0,/DH27,torrelu01
748,Chadwick Tromp,0,2023,28,ATL,NL,6,16,16,1,2,1,1,0,0,1,0,0,0,7,.125,.125,.188,.313,-17,3,0,0,0,0,0,/2,trompch01
749,Cole Tucker,0,2023,26,COL,NL,5,10,8,2,4,4,0,0,0,2,0,0,1,2,.500,.600,.500,1.100,190,4,0,1,0,0,0,/H89D,tuckeco01
750,Terrin Vavra,0,2023,26,BAL,AL,27,56,49,9,12,12,0,0,0,5,1,0,5,12,.245,.315,.245,.560,62,12,5,0,2,0,0,9/7HD54,vavrate01
751,Alex Vesia,0,2023,27,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,vesiaal01
752,Will Vest,0,2023,28,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,vestwi01
753,Meibrys Viloria,0,2023,26,CLE,AL,10,4,3,0,0,0,0,0,0,0,0,0,1,0,.000,.250,.000,.250,-20,0,1,0,0,0,0,2,vilorme01
754,Luke Voit,0,2023,32,MIL,NL,22,74,68,5,15,12,3,0,0,4,2,0,4,27,.221,.284,.265,.548,53,18,3,2,0,0,0,3D/H,voitlu01
755,Tyler Wade,0,2023,28,OAK,AL,26,55,51,8,13,11,1,1,0,2,4,0,4,13,.255,.309,.314,.623,80,16,0,0,0,0,0,6/H759D,wadety01
756,Adam Wainwright,0,2023,41,STL,NL,2,2,2,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1/HD,wainwad01
757,Hayden Wesneski,0,2023,25,CHC,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,wesneha01
758,Eli White,0,2023,29,ATL,NL,6,17,14,1,1,1,0,0,0,0,0,0,2,7,.071,.235,.071,.307,-11,1,0,1,0,0,0,/8H,whiteel04
759,Garrett Whitlock,0,2023,27,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,whitlga01
760,Luke Williams,0,2023,26,ATLLAD,NL,11,19,19,1,1,1,0,0,0,0,4,0,0,7,.053,.053,.053,.105,-71,1,0,0,0,0,0,/H65137D,willilu01
761,Alika Williams,0,2023,24,PIT,NL,46,112,101,7,20,15,5,0,0,6,0,0,9,35,.198,.270,.248,.518,44,25,2,1,1,0,0,6/H,willial04
762,Nick Wittgren,0,2023,32,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,wittgni01
763,Ryan Yarbrough,0,2023,31,KCRLAD,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,yarbrry01
764,Alex Young,0,2023,29,CIN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,youngal01
765,Jacob Young,0,2023,23,WSN,NL,33,121,107,9,27,19,7,1,0,12,13,0,10,22,.252,.322,.336,.658,84,36,2,1,3,0,0,8/DH,youngja03
